ticker,day_of_week,opt_type,date,contract_symbol,strike,source,entry_time,entry_price,exit_time,exit_price,payoff_per_share,contracts,cost_dollars,pnl_dollars,profitable,note
AAPL,Friday,P,2025-12-26,AAPL251226P00275000,275.0,REAL,3:20 PM,0.99,3:40 PM,1.19,0.2,2,198.0,40.0,True,
AAPL,Friday,P,2026-01-02,AAPL260102P00270000,270.0,REAL,3:20 PM,0.09,3:40 PM,0.07,-0.02,12,108.0,-24.0,False,
AAPL,Friday,P,2026-01-09,AAPL260109P00260000,260.0,REAL,3:20 PM,0.24,3:40 PM,0.31,0.07,5,120.0,35.0,True,
AAPL,Friday,P,2026-01-16,AAPL260116P00257500,257.5,REAL,3:20 PM,1.32,3:40 PM,1.28,-0.04,1,132.0,-4.0,False,
AAPL,Friday,P,2026-01-23,AAPL260123P00247500,247.5,REAL,3:20 PM,0.07,3:40 PM,0.05,-0.02,15,105.0,-30.0,False,
AAPL,Friday,P,2026-01-30,AAPL260130P00257500,257.5,REAL,3:20 PM,0.09,3:40 PM,0.02,-0.07,12,108.0,-84.0,False,
AAPL,Friday,P,2026-02-06,AAPL260206P00277500,277.5,REAL,3:20 PM,0.24,3:40 PM,0.15,-0.09,5,120.0,-45.0,False,
AAPL,Friday,P,2026-02-13,AAPL260213P00260000,260.0,REAL,3:20 PM,2.91,3:40 PM,3.94,1.03,1,291.0,103.0,True,
AAPL,Friday,P,2026-02-20,AAPL260220P00265000,265.0,REAL,3:20 PM,0.99,3:40 PM,1.75,0.76,2,198.0,152.0,True,
AAPL,Friday,P,2026-02-27,AAPL260227P00265000,265.0,REAL,3:20 PM,0.04,3:40 PM,0.29,0.25,25,100.0,625.0,True,
AAPL,Friday,P,2026-03-06,AAPL260306P00257500,257.5,REAL,3:20 PM,0.35,3:40 PM,0.52,0.17,3,105.0,51.0,True,
AAPL,Friday,P,2026-03-13,AAPL260313P00252500,252.5,REAL,3:20 PM,1.84,3:40 PM,2.44,0.6,1,184.0,60.0,True,
AAPL,Friday,P,2026-03-20,AAPL260320P00247500,247.5,REAL,3:20 PM,0.43,3:40 PM,0.94,0.51,3,129.0,153.0,True,
AAPL,Friday,P,2026-03-27,AAPL260327P00250000,250.0,REAL,3:20 PM,1.09,3:40 PM,1.74,0.65,1,109.0,65.0,True,
AAPL,Friday,P,2026-04-03,AAPL260402P00255000,255.0,REAL,3:20 PM,0.15,3:40 PM,0.1,-0.05,7,105.0,-35.0,False,Fri closed → Thu expiry
AAPL,Friday,P,2026-04-10,AAPL260410P00260000,260.0,REAL,3:20 PM,0.55,3:40 PM,0.62,0.07,2,110.0,14.0,True,
AAPL,Friday,P,2026-04-17,AAPL260417P00270000,270.0,REAL,3:20 PM,0.52,3:40 PM,0.12,-0.4,2,104.0,-80.0,False,
AAPL,Friday,P,2026-04-24,AAPL260424P00270000,270.0,REAL,3:20 PM,0.21,3:40 PM,0.14,-0.07,5,105.0,-35.0,False,
AAPL,Friday,P,2026-05-01,AAPL260501P00282500,282.5,REAL,3:20 PM,2.49,3:40 PM,2.0,-0.49,1,249.0,-49.0,False,
AAPL,Friday,P,2026-05-08,AAPL260508P00292500,292.5,REAL,3:20 PM,0.1,3:40 PM,0.05,-0.05,10,100.0,-50.0,False,
AAPL,Friday,P,2026-05-15,AAPL260515P00302500,302.5,REAL,3:20 PM,2.09,3:40 PM,2.43,0.34,1,209.0,34.0,True,
AAPL,Friday,P,2026-05-22,AAPL260522P00310000,310.0,REAL,3:20 PM,0.89,3:40 PM,1.38,0.49,2,178.0,98.0,True,
AAPL,Friday,P,2026-05-29,AAPL260529P00310000,310.0,REAL,3:20 PM,0.11,3:40 PM,0.02,-0.09,10,110.0,-90.0,False,
AAPL,Friday,P,2026-06-05,AAPL260605P00312500,312.5,REAL,3:20 PM,4.8,3:40 PM,4.15,-0.65,1,480.0,-65.0,False,
AAPL,Friday,P,2026-06-12,AAPL260612P00290000,290.0,REAL,3:20 PM,0.12,3:40 PM,0.12,0.0,9,108.0,0.0,False,
AAPL,Friday,P,2026-06-19,AAPL260618P00297500,297.5,REAL,3:20 PM,0.51,3:40 PM,0.44,-0.07,2,102.0,-14.0,False,Fri closed → Thu expiry
AAPL,Friday,P,2026-06-26,AAPL260626P00280000,280.0,REAL,3:20 PM,0.28,3:40 PM,0.6,0.32,4,112.0,128.0,True,
AAPL,Friday,P,2026-07-03,AAPL260702P00307500,307.5,REAL,3:20 PM,0.42,3:40 PM,0.27,-0.15,3,126.0,-45.0,False,Fri closed → Thu expiry
AAPL,Monday,C,2026-02-16,,0.0,MISS,3:40 PM,,3:55 PM,,,,,,,missing data (market closed)
AAPL,Monday,C,2026-02-23,AAPL260223C00267500,267.5,REAL,3:40 PM,0.03,3:54 PM,0.01,-0.02,34,102.0,-68.0,False,
AAPL,Monday,C,2026-03-02,AAPL260302C00265000,265.0,REAL,3:40 PM,0.13,3:55 PM,0.17,0.04,8,104.0,32.0,True,
AAPL,Monday,C,2026-03-09,AAPL260309C00257500,257.5,REAL,3:40 PM,3.06,3:55 PM,2.22,-0.84,1,306.0,-84.0,False,
AAPL,Monday,C,2026-03-16,AAPL260316C00252500,252.5,REAL,3:40 PM,0.24,3:55 PM,0.3,0.06,5,120.0,30.0,True,
AAPL,Monday,C,2026-03-23,AAPL260323C00252500,252.5,REAL,3:40 PM,0.07,3:55 PM,0.01,-0.06,15,105.0,-90.0,False,
AAPL,Monday,C,2026-03-30,AAPL260330C00247500,247.5,REAL,3:40 PM,0.01,3:55 PM,0.02,0.01,100,100.0,100.0,True,
AAPL,Monday,C,2026-04-06,AAPL260406C00257500,257.5,REAL,3:40 PM,1.13,3:55 PM,1.11,-0.02,1,113.0,-2.0,False,
AAPL,Monday,C,2026-04-13,AAPL260413C00257500,257.5,REAL,3:40 PM,0.33,3:55 PM,1.87,1.54,4,132.0,616.0,True,
AAPL,Monday,C,2026-04-20,AAPL260420C00272500,272.5,REAL,3:40 PM,0.15,3:55 PM,0.25,0.1,7,105.0,70.0,True,
AAPL,Monday,C,2026-04-27,AAPL260427C00267500,267.5,REAL,3:40 PM,0.26,3:55 PM,0.27,0.01,4,104.0,4.0,True,
AAPL,Monday,C,2026-05-04,AAPL260504C00277500,277.5,REAL,3:40 PM,0.13,3:55 PM,0.04,-0.09,8,104.0,-72.0,False,
AAPL,Monday,C,2026-05-11,AAPL260511C00292500,292.5,REAL,3:40 PM,0.14,3:55 PM,0.27,0.13,8,112.0,104.0,True,
AAPL,Monday,C,2026-05-18,AAPL260518C00297500,297.5,REAL,3:40 PM,0.26,3:55 PM,0.34,0.08,4,104.0,32.0,True,
AAPL,Monday,C,2026-05-25,,0.0,MISS,3:40 PM,,3:55 PM,,,,,,,missing data (market closed)
AAPL,Monday,C,2026-06-01,AAPL260601C00307500,307.5,REAL,3:40 PM,0.43,3:55 PM,0.02,-0.41,3,129.0,-123.0,False,
AAPL,Monday,C,2026-06-08,AAPL260608C00307500,307.5,REAL,3:40 PM,0.01,3:57 PM,0.01,0.0,100,100.0,0.0,False,
AAPL,Monday,C,2026-06-15,AAPL260615C00295000,295.0,REAL,3:40 PM,1.2,3:55 PM,1.07,-0.13,1,120.0,-13.0,False,
AAPL,Monday,C,2026-06-22,AAPL260622C00300000,300.0,REAL,3:40 PM,0.01,3:56 PM,0.01,0.0,100,100.0,0.0,False,
AAPL,Monday,C,2026-06-29,AAPL260629C00282500,282.5,REAL,3:40 PM,0.27,3:55 PM,0.07,-0.2,4,108.0,-80.0,False,
AAPL,Monday,P,2026-02-16,,0.0,MISS,3:05 PM,,3:35 PM,,,,,,,missing data (market closed)
AAPL,Monday,P,2026-02-23,AAPL260223P00267500,267.5,REAL,3:05 PM,1.17,3:35 PM,1.06,-0.11,1,117.0,-11.0,False,
AAPL,Monday,P,2026-03-02,AAPL260302P00265000,265.0,REAL,3:05 PM,0.13,3:35 PM,0.72,0.59,8,104.0,472.0,True,
AAPL,Monday,P,2026-03-09,AAPL260309P00257500,257.5,REAL,3:05 PM,0.54,3:35 PM,0.03,-0.51,2,108.0,-102.0,False,
AAPL,Monday,P,2026-03-16,AAPL260316P00252500,252.5,REAL,3:05 PM,0.35,3:35 PM,0.27,-0.08,3,105.0,-24.0,False,
AAPL,Monday,P,2026-03-23,AAPL260323P00252500,252.5,REAL,3:05 PM,0.44,3:35 PM,0.7,0.26,3,132.0,78.0,True,
AAPL,Monday,P,2026-03-30,AAPL260330P00247500,247.5,REAL,3:05 PM,0.86,3:35 PM,1.81,0.95,2,172.0,190.0,True,
AAPL,Monday,P,2026-04-06,AAPL260406P00257500,257.5,REAL,3:05 PM,0.01,3:35 PM,0.02,0.01,100,100.0,100.0,True,
AAPL,Monday,P,2026-04-13,AAPL260413P00257500,257.5,REAL,3:05 PM,0.09,3:35 PM,0.13,0.04,12,108.0,48.0,True,
AAPL,Monday,P,2026-04-20,AAPL260420P00272500,272.5,REAL,3:05 PM,0.12,3:35 PM,0.22,0.1,9,108.0,90.0,True,
AAPL,Monday,P,2026-04-27,AAPL260427P00267500,267.5,REAL,3:05 PM,1.17,3:35 PM,0.32,-0.85,1,117.0,-85.0,False,
AAPL,Monday,P,2026-05-04,AAPL260504P00277500,277.5,REAL,3:05 PM,0.97,3:35 PM,0.53,-0.44,2,194.0,-88.0,False,
AAPL,Monday,P,2026-05-11,AAPL260511P00292500,292.5,REAL,3:05 PM,1.46,3:35 PM,0.52,-0.94,1,146.0,-94.0,False,
AAPL,Monday,P,2026-05-18,AAPL260518P00297500,297.5,REAL,3:05 PM,0.67,3:35 PM,0.44,-0.23,2,134.0,-46.0,False,
AAPL,Monday,P,2026-05-25,,0.0,MISS,3:05 PM,,3:35 PM,,,,,,,missing data (market closed)
AAPL,Monday,P,2026-06-01,AAPL260601P00307500,307.5,REAL,3:05 PM,0.35,3:35 PM,0.18,-0.17,3,105.0,-51.0,False,
AAPL,Monday,P,2026-06-08,AAPL260608P00307500,307.5,REAL,3:05 PM,3.2,3:36 PM,5.5,2.3,1,320.0,230.0,True,
AAPL,Monday,P,2026-06-15,AAPL260615P00295000,295.0,REAL,3:05 PM,0.04,3:35 PM,0.01,-0.03,25,100.0,-75.0,False,
AAPL,Monday,P,2026-06-22,AAPL260622P00300000,300.0,REAL,3:05 PM,0.96,3:35 PM,2.49,1.53,2,192.0,306.0,True,
AAPL,Monday,P,2026-06-29,AAPL260629P00282500,282.5,REAL,3:05 PM,0.34,3:35 PM,0.59,0.25,3,102.0,75.0,True,
AAPL,Wednesday,C,2026-02-18,AAPL260218C00265000,265.0,REAL,3:30 PM,0.04,3:55 PM,0.25,0.21,25,100.0,525.0,True,
AAPL,Wednesday,C,2026-02-25,AAPL260225C00275000,275.0,REAL,3:30 PM,0.02,3:55 PM,0.09,0.07,50,100.0,350.0,True,
AAPL,Wednesday,C,2026-03-04,AAPL260304C00262500,262.5,REAL,3:30 PM,0.43,3:55 PM,0.49,0.06,3,129.0,18.0,True,
AAPL,Wednesday,C,2026-03-11,AAPL260311C00260000,260.0,REAL,3:30 PM,0.38,3:55 PM,0.84,0.46,3,114.0,138.0,True,
AAPL,Wednesday,C,2026-03-18,AAPL260318C00252500,252.5,REAL,3:30 PM,0.01,3:55 PM,0.01,0.0,100,100.0,0.0,False,
AAPL,Wednesday,C,2026-03-25,AAPL260325C00255000,255.0,REAL,3:30 PM,0.01,3:55 PM,0.01,0.0,100,100.0,0.0,False,
AAPL,Wednesday,C,2026-04-01,AAPL260401C00255000,255.0,REAL,3:30 PM,0.72,3:55 PM,0.39,-0.33,2,144.0,-66.0,False,
AAPL,Wednesday,C,2026-04-08,AAPL260408C00257500,257.5,REAL,3:30 PM,0.25,3:55 PM,0.79,0.54,4,100.0,216.0,True,
AAPL,Wednesday,C,2026-04-15,AAPL260415C00265000,265.0,REAL,3:30 PM,0.49,3:55 PM,1.23,0.74,3,147.0,222.0,True,
AAPL,Wednesday,C,2026-04-22,AAPL260422C00272500,272.5,REAL,3:30 PM,0.35,3:55 PM,0.42,0.07,3,105.0,21.0,True,
AAPL,Wednesday,C,2026-04-29,AAPL260429C00270000,270.0,REAL,3:30 PM,0.45,3:55 PM,0.47,0.02,3,135.0,6.0,True,
AAPL,Wednesday,C,2026-05-06,AAPL260506C00287500,287.5,REAL,3:30 PM,0.31,3:55 PM,0.25,-0.06,4,124.0,-24.0,False,
AAPL,Wednesday,C,2026-05-13,AAPL260513C00300000,300.0,REAL,3:30 PM,0.06,3:55 PM,0.05,-0.01,17,102.0,-17.0,False,
AAPL,Wednesday,C,2026-05-20,AAPL260520C00302500,302.5,REAL,3:30 PM,0.1,3:55 PM,0.05,-0.05,10,100.0,-50.0,False,
AAPL,Wednesday,C,2026-05-27,AAPL260527C00310000,310.0,REAL,3:30 PM,0.17,3:55 PM,0.65,0.48,6,102.0,288.0,True,
AAPL,Wednesday,C,2026-06-03,AAPL260603C00310000,310.0,REAL,3:30 PM,0.7,3:55 PM,0.3,-0.4,2,140.0,-80.0,False,
AAPL,Wednesday,C,2026-06-10,AAPL260610C00295000,295.0,REAL,3:30 PM,0.01,3:55 PM,0.01,0.0,100,100.0,0.0,False,
AAPL,Wednesday,C,2026-06-17,AAPL260617C00297500,297.5,REAL,3:30 PM,0.02,3:55 PM,0.01,-0.01,50,100.0,-50.0,False,
AAPL,Wednesday,C,2026-06-24,AAPL260624C00295000,295.0,REAL,3:30 PM,0.5,3:55 PM,0.15,-0.35,2,100.0,-70.0,False,
AAPL,Wednesday,C,2026-07-01,AAPL260701C00295000,295.0,REAL,3:30 PM,0.11,3:55 PM,0.55,0.44,10,110.0,440.0,True,
AAPL,Wednesday,P,2026-02-18,AAPL260218P00265000,265.0,REAL,3:00 PM,1.12,3:05 PM,1.4,0.28,1,112.0,28.0,True,
AAPL,Wednesday,P,2026-02-25,AAPL260225P00275000,275.0,REAL,3:00 PM,1.66,3:05 PM,1.43,-0.23,1,166.0,-23.0,False,
AAPL,Wednesday,P,2026-03-04,AAPL260304P00262500,262.5,REAL,3:00 PM,0.14,3:05 PM,0.15,0.01,8,112.0,8.0,True,
AAPL,Wednesday,P,2026-03-11,AAPL260311P00260000,260.0,REAL,3:00 PM,0.22,3:05 PM,0.34,0.12,5,110.0,60.0,True,
AAPL,Wednesday,P,2026-03-18,AAPL260318P00252500,252.5,REAL,3:00 PM,2.65,3:05 PM,2.19,-0.46,1,265.0,-46.0,False,
AAPL,Wednesday,P,2026-03-25,AAPL260325P00255000,255.0,REAL,3:00 PM,2.23,3:05 PM,2.34,0.11,1,223.0,11.0,True,
AAPL,Wednesday,P,2026-04-01,AAPL260401P00255000,255.0,REAL,3:00 PM,0.61,3:05 PM,0.46,-0.15,2,122.0,-30.0,False,
AAPL,Wednesday,P,2026-04-08,AAPL260408P00257500,257.5,REAL,3:00 PM,0.46,3:05 PM,0.32,-0.14,3,138.0,-42.0,False,
AAPL,Wednesday,P,2026-04-15,AAPL260415P00265000,265.0,REAL,3:00 PM,0.14,3:05 PM,0.18,0.04,8,112.0,32.0,True,
AAPL,Wednesday,P,2026-04-22,AAPL260422P00272500,272.5,REAL,3:00 PM,0.42,3:05 PM,0.33,-0.09,3,126.0,-27.0,False,
AAPL,Wednesday,P,2026-04-29,AAPL260429P00270000,270.0,REAL,3:00 PM,0.42,3:05 PM,0.39,-0.03,3,126.0,-9.0,False,
AAPL,Wednesday,P,2026-05-06,AAPL260506P00287500,287.5,REAL,3:00 PM,0.41,3:05 PM,0.47,0.06,3,123.0,18.0,True,
AAPL,Wednesday,P,2026-05-13,AAPL260513P00300000,300.0,REAL,3:00 PM,0.69,3:05 PM,0.92,0.23,2,138.0,46.0,True,
AAPL,Wednesday,P,2026-05-20,AAPL260520P00302500,302.5,REAL,3:00 PM,0.39,3:05 PM,0.74,0.35,3,117.0,105.0,True,
AAPL,Wednesday,P,2026-05-27,AAPL260527P00310000,310.0,REAL,3:00 PM,0.2,3:05 PM,0.26,0.06,5,100.0,30.0,True,
AAPL,Wednesday,P,2026-06-03,AAPL260603P00310000,310.0,REAL,3:00 PM,0.49,3:05 PM,0.43,-0.06,3,147.0,-18.0,False,
AAPL,Wednesday,P,2026-06-10,AAPL260610P00295000,295.0,REAL,3:00 PM,2.3,3:05 PM,2.24,-0.06,1,230.0,-6.0,False,
AAPL,Wednesday,P,2026-06-17,AAPL260617P00297500,297.5,REAL,3:00 PM,2.67,3:05 PM,2.53,-0.14,1,267.0,-14.0,False,
AAPL,Wednesday,P,2026-06-24,AAPL260624P00295000,295.0,REAL,3:00 PM,0.55,3:05 PM,0.52,-0.03,2,110.0,-6.0,False,
AAPL,Wednesday,P,2026-07-01,AAPL260701P00295000,295.0,REAL,3:00 PM,0.54,3:05 PM,0.56,0.02,2,108.0,4.0,True,
TSLA,Friday,C,2024-07-12,TSLA240712C00250000,250.0,REAL,3:45 PM,0.15,3:55 PM,0.05,-0.1,7,105.0,-70.0,False,
TSLA,Friday,C,2024-07-19,TSLA240719C00240000,240.0,REAL,3:45 PM,0.14,3:55 PM,0.08,-0.06,8,112.0,-48.0,False,
TSLA,Friday,C,2024-07-26,TSLA240726C00220000,220.0,REAL,3:45 PM,0.58,3:55 PM,0.06,-0.52,2,116.0,-104.0,False,
TSLA,Friday,C,2024-08-02,TSLA240802C00207500,207.5,REAL,3:45 PM,0.3,3:55 PM,0.6,0.3,4,120.0,120.0,True,
TSLA,Friday,C,2024-08-09,TSLA240809C00200000,200.0,REAL,3:45 PM,0.18,3:55 PM,0.09,-0.09,6,108.0,-54.0,False,
TSLA,Friday,C,2024-08-16,TSLA240816C00217500,217.5,REAL,3:45 PM,0.01,3:55 PM,0.02,0.01,100,100.0,100.0,True,
TSLA,Friday,C,2024-08-23,TSLA240823C00220000,220.0,REAL,3:45 PM,0.28,3:55 PM,0.4,0.12,4,112.0,48.0,True,
TSLA,Friday,C,2024-08-30,TSLA240830C00210000,210.0,REAL,3:45 PM,1.9,3:55 PM,3.9,2.0,1,190.0,200.0,True,
TSLA,Friday,C,2024-09-06,TSLA240906C00215000,215.0,REAL,3:45 PM,0.03,3:55 PM,0.01,-0.02,34,102.0,-68.0,False,
TSLA,Friday,C,2024-09-13,TSLA240913C00227500,227.5,REAL,3:45 PM,2.44,3:55 PM,2.56,0.12,1,244.0,12.0,True,
TSLA,Friday,C,2024-09-20,TSLA240920C00237500,237.5,REAL,3:45 PM,2.28,3:55 PM,1.49,-0.79,1,228.0,-79.0,False,
TSLA,Friday,C,2024-09-27,TSLA240927C00260000,260.0,REAL,3:45 PM,0.45,3:55 PM,0.28,-0.17,3,135.0,-51.0,False,
TSLA,Friday,C,2024-10-04,TSLA241004C00250000,250.0,REAL,3:45 PM,0.1,3:55 PM,0.15,0.05,10,100.0,50.0,True,
TSLA,Friday,C,2024-10-11,TSLA241011C00220000,220.0,REAL,3:45 PM,0.04,3:55 PM,0.03,-0.01,25,100.0,-25.0,False,
TSLA,Friday,C,2024-10-18,TSLA241018C00220000,220.0,REAL,3:45 PM,0.99,3:55 PM,0.67,-0.32,2,198.0,-64.0,False,
TSLA,Friday,C,2024-10-25,TSLA241025C00267500,267.5,REAL,3:45 PM,1.0,3:55 PM,1.76,0.76,1,100.0,76.0,True,
TSLA,Friday,C,2024-11-01,TSLA241101C00247500,247.5,REAL,3:45 PM,1.19,3:55 PM,1.83,0.64,1,119.0,64.0,True,
TSLA,Friday,C,2024-11-08,TSLA241108C00325000,325.0,REAL,3:45 PM,0.15,3:55 PM,0.05,-0.1,7,105.0,-70.0,False,
TSLA,Friday,C,2024-11-15,TSLA241115C00317500,317.5,REAL,3:45 PM,1.73,3:55 PM,3.55,1.82,1,173.0,182.0,True,
TSLA,Friday,C,2024-11-22,TSLA241122C00355000,355.0,REAL,3:45 PM,0.06,3:55 PM,0.02,-0.04,17,102.0,-68.0,False,
TSLA,Friday,C,2024-11-29,,0.0,MISS,3:45 PM,,3:55 PM,,,,,,,missing data (Fri & Thu closed)
TSLA,Friday,C,2024-12-06,TSLA241206C00375000,375.0,REAL,3:45 PM,10.43,3:55 PM,13.65,3.22,1,1043.0,322.0,True,
TSLA,Friday,C,2024-12-13,TSLA241213C00435000,435.0,REAL,3:45 PM,0.45,3:55 PM,1.2,0.75,3,135.0,225.0,True,
TSLA,Friday,C,2024-12-20,TSLA241220C00437500,437.5,REAL,3:45 PM,0.1,3:55 PM,0.01,-0.09,10,100.0,-90.0,False,
TSLA,Friday,C,2024-12-27,TSLA241227C00435000,435.0,REAL,3:45 PM,0.06,3:55 PM,0.1,0.04,17,102.0,68.0,True,
TSLA,Friday,C,2025-01-03,TSLA250103C00402500,402.5,REAL,3:45 PM,7.08,3:55 PM,7.6,0.52,1,708.0,52.0,True,
TSLA,Friday,C,2025-01-10,TSLA250110C00397500,397.5,REAL,3:45 PM,0.13,3:55 PM,0.04,-0.09,8,104.0,-72.0,False,
TSLA,Friday,C,2025-01-17,TSLA250117C00440000,440.0,REAL,3:45 PM,0.03,3:55 PM,0.01,-0.02,34,102.0,-68.0,False,
TSLA,Friday,C,2025-01-24,TSLA250124C00407500,407.5,REAL,3:45 PM,0.37,3:55 PM,0.31,-0.06,3,111.0,-18.0,False,
TSLA,Friday,C,2025-01-31,TSLA250131C00412500,412.5,REAL,3:45 PM,0.02,3:55 PM,0.01,-0.01,50,100.0,-50.0,False,
TSLA,Friday,C,2025-02-07,TSLA250207C00367500,367.5,REAL,3:45 PM,0.03,3:55 PM,0.01,-0.02,34,102.0,-68.0,False,
TSLA,Friday,C,2025-02-14,TSLA250214C00352500,352.5,REAL,3:45 PM,2.6,3:55 PM,3.29,0.69,1,260.0,69.0,True,
TSLA,Friday,C,2025-02-21,TSLA250221C00337500,337.5,REAL,3:45 PM,0.33,3:55 PM,0.95,0.62,4,132.0,248.0,True,
TSLA,Friday,C,2025-02-28,TSLA250228C00282500,282.5,REAL,3:45 PM,7.89,3:55 PM,9.2,1.31,1,789.0,131.0,True,
TSLA,Friday,C,2025-03-07,TSLA250307C00262500,262.5,REAL,3:45 PM,0.2,3:55 PM,0.55,0.35,5,100.0,175.0,True,
TSLA,Friday,C,2025-03-14,TSLA250314C00250000,250.0,REAL,3:45 PM,0.11,3:55 PM,0.05,-0.06,10,110.0,-60.0,False,
TSLA,Friday,C,2025-03-21,TSLA250321C00247500,247.5,REAL,3:45 PM,0.3,3:55 PM,0.56,0.26,4,120.0,104.0,True,
TSLA,Friday,C,2025-03-28,TSLA250328C00265000,265.0,REAL,3:45 PM,0.12,3:55 PM,0.15,0.03,9,108.0,27.0,True,
TSLA,Friday,C,2025-04-04,TSLA250404C00245000,245.0,REAL,3:45 PM,0.68,3:55 PM,0.04,-0.64,2,136.0,-128.0,False,
TSLA,Friday,C,2025-04-11,TSLA250411C00250000,250.0,REAL,3:45 PM,0.72,3:55 PM,1.48,0.76,2,144.0,152.0,True,
TSLA,Friday,C,2025-04-18,TSLA250417C00240000,240.0,REAL,3:45 PM,0.5,3:55 PM,0.9,0.4,2,100.0,80.0,True,Fri closed → Thu expiry
TSLA,Friday,C,2025-04-25,TSLA250425C00282500,282.5,REAL,3:45 PM,1.57,3:55 PM,2.25,0.68,1,157.0,68.0,True,
TSLA,Friday,C,2025-05-02,TSLA250502C00295000,295.0,REAL,3:45 PM,0.01,3:55 PM,0.01,0.0,100,100.0,0.0,False,
TSLA,Friday,C,2025-05-09,TSLA250509C00300000,300.0,REAL,3:45 PM,0.16,3:55 PM,0.02,-0.14,7,112.0,-98.0,False,
TSLA,Friday,C,2025-05-16,TSLA250516C00347500,347.5,REAL,3:45 PM,1.11,3:55 PM,1.92,0.81,1,111.0,81.0,True,
TSLA,Friday,C,2025-05-23,TSLA250523C00342500,342.5,REAL,3:45 PM,0.07,3:55 PM,0.01,-0.06,15,105.0,-90.0,False,
TSLA,Friday,C,2025-05-30,TSLA250530C00350000,350.0,REAL,3:45 PM,2.01,3:55 PM,0.05,-1.96,1,201.0,-196.0,False,
TSLA,Friday,C,2025-06-06,TSLA250606C00300000,300.0,REAL,3:45 PM,0.1,3:55 PM,0.06,-0.04,10,100.0,-40.0,False,
TSLA,Friday,C,2025-06-13,TSLA250613C00332500,332.5,REAL,3:45 PM,0.02,3:55 PM,0.01,-0.01,50,100.0,-50.0,False,
TSLA,Friday,C,2025-06-20,TSLA250620C00322500,322.5,REAL,3:45 PM,0.26,3:55 PM,0.24,-0.02,4,104.0,-8.0,False,
TSLA,Friday,C,2025-06-27,TSLA250627C00322500,322.5,REAL,3:45 PM,0.61,3:55 PM,0.95,0.34,2,122.0,68.0,True,
TSLA,Friday,C,2025-07-04,,0.0,MISS,3:45 PM,,3:55 PM,,,,,,,missing data (Fri & Thu closed)
TSLA,Friday,C,2025-07-11,TSLA250711C00310000,310.0,REAL,3:45 PM,3.61,3:55 PM,3.75,0.14,1,361.0,14.0,True,
TSLA,Friday,C,2025-07-18,TSLA250718C00327500,327.5,REAL,3:45 PM,1.04,3:55 PM,1.63,0.59,1,104.0,59.0,True,
TSLA,Friday,C,2025-07-25,TSLA250725C00317500,317.5,REAL,3:45 PM,0.05,3:55 PM,0.02,-0.03,20,100.0,-60.0,False,
TSLA,Friday,C,2025-08-01,TSLA250801C00302500,302.5,REAL,3:45 PM,0.9,3:55 PM,0.67,-0.23,2,180.0,-46.0,False,
TSLA,Friday,C,2025-08-08,TSLA250808C00330000,330.0,REAL,3:45 PM,0.06,3:55 PM,0.06,0.0,17,102.0,0.0,False,
TSLA,Friday,C,2025-08-15,TSLA250815C00332500,332.5,REAL,3:45 PM,0.01,3:55 PM,0.01,0.0,100,100.0,0.0,False,
TSLA,Friday,C,2025-08-22,TSLA250822C00337500,337.5,REAL,3:45 PM,1.04,3:55 PM,2.06,1.02,1,104.0,102.0,True,
TSLA,Friday,C,2025-08-29,TSLA250829C00332500,332.5,REAL,3:45 PM,1.14,3:55 PM,1.35,0.21,1,114.0,21.0,True,
TSLA,Friday,C,2025-09-05,TSLA250905C00350000,350.0,REAL,3:45 PM,0.13,3:55 PM,1.15,1.02,8,104.0,816.0,True,
TSLA,Friday,C,2025-09-12,TSLA250912C00395000,395.0,REAL,3:45 PM,0.37,3:55 PM,0.65,0.28,3,111.0,84.0,True,
TSLA,Friday,C,2025-09-19,TSLA250919C00425000,425.0,REAL,3:45 PM,0.99,3:55 PM,1.42,0.43,2,198.0,86.0,True,
TSLA,Friday,C,2025-09-26,TSLA250926C00437500,437.5,REAL,3:45 PM,1.21,3:55 PM,2.28,1.07,1,121.0,107.0,True,
TSLA,Friday,C,2025-10-03,TSLA251003C00420000,420.0,REAL,3:45 PM,7.95,3:55 PM,9.12,1.17,1,795.0,117.0,True,
TSLA,Friday,C,2025-10-10,TSLA251010C00417500,417.5,REAL,3:45 PM,0.35,3:55 PM,0.04,-0.31,3,105.0,-93.0,False,
TSLA,Friday,C,2025-10-17,TSLA251017C00440000,440.0,REAL,3:45 PM,0.33,3:55 PM,0.22,-0.11,4,132.0,-44.0,False,
TSLA,Friday,C,2025-10-24,TSLA251024C00435000,435.0,REAL,3:45 PM,0.15,3:55 PM,0.07,-0.08,7,105.0,-56.0,False,
TSLA,Friday,C,2025-10-31,TSLA251031C00450000,450.0,REAL,3:45 PM,3.65,3:55 PM,6.26,2.61,1,365.0,261.0,True,
TSLA,Friday,C,2025-11-07,TSLA251107C00432500,432.5,REAL,3:45 PM,0.71,3:55 PM,0.06,-0.65,2,142.0,-130.0,False,
TSLA,Friday,C,2025-11-14,TSLA251114C00407500,407.5,REAL,3:45 PM,0.39,3:55 PM,0.05,-0.34,3,117.0,-102.0,False,
TSLA,Friday,C,2025-11-21,TSLA251121C00400000,400.0,REAL,3:45 PM,0.06,3:55 PM,0.01,-0.05,17,102.0,-85.0,False,
