day,date,opt_type,contract_symbol,strike,source,entry_frame,entry_price,exit_frame,exit_price,payoff_per_share,contracts,cost_dollars,pnl_dollars,profitable,note
Wednesday,2026-04-15,C,GOOGL260415C00332500,332.5,REAL,3:25–3:30 PM,3.3433,3:54–3:59 PM,4.63,1.2867,1,334.33,128.67,True,0DTE (same-day expiry)
Wednesday,2026-04-22,C,GOOGL260422C00335000,335.0,REAL,3:25–3:30 PM,3.8,3:54–3:59 PM,4.5,0.7,1,380.0,70.0,True,0DTE (same-day expiry)
Wednesday,2026-04-29,C,GOOGL260429C00345000,345.0,SIM,3:25–3:30 PM,6.3892,3:54–3:59 PM,5.0267,-1.3625,1,638.92,-136.25,False,0DTE (same-day expiry)
Wednesday,2026-05-06,C,GOOGL260506C00392500,392.5,REAL,3:25–3:30 PM,,3:54–3:59 PM,,,,,,,no usable price in entry/exit frame
Wednesday,2026-05-13,C,GOOGL260513C00385000,385.0,REAL,3:25–3:30 PM,,3:54–3:59 PM,,,,,,,no usable price in entry/exit frame
Wednesday,2026-05-20,C,GOOGL260520C00390000,390.0,REAL,3:25–3:30 PM,0.082,3:54–3:59 PM,0.132,0.05,13,106.6,65.0,True,0DTE (same-day expiry)
Wednesday,2026-05-27,C,GOOGL260527C00387500,387.5,REAL,3:25–3:30 PM,,3:54–3:59 PM,,,,,,,no usable price in entry/exit frame
Wednesday,2026-06-03,C,GOOGL260603C00365000,365.0,REAL,3:25–3:30 PM,0.022,3:54–3:59 PM,0.01,-0.012,46,101.2,-55.2,False,0DTE (same-day expiry)
Wednesday,2026-06-10,C,GOOGL260610C00362500,362.5,REAL,3:25–3:30 PM,,3:54–3:59 PM,,,,,,,no usable price in entry/exit frame
Wednesday,2026-06-17,C,GOOGL260617C00372500,372.5,REAL,3:25–3:30 PM,,3:54–3:59 PM,,,,,,,no usable price in entry/exit frame
Wednesday,2026-06-24,C,GOOGL260624C00350000,350.0,REAL,3:25–3:30 PM,0.014,3:54–3:59 PM,0.0125,-0.0015,72,100.8,-10.8,False,0DTE (same-day expiry)
Wednesday,2026-07-01,C,GOOGL260701C00360000,360.0,REAL,3:25–3:30 PM,0.82,3:54–3:59 PM,1.264,0.444,2,164.0,88.8,True,0DTE (same-day expiry)
Wednesday,2026-07-08,C,GOOGL260708C00365000,365.0,REAL,3:25–3:30 PM,0.01,3:54–3:59 PM,0.01,0.0,100,100.0,0.0,False,0DTE (same-day expiry)
Wednesday,2026-02-18,P,GOOGL260218P00302500,302.5,REAL,2:05–2:10 PM,0.19,2:29–2:35 PM,0.406,0.216,6,114.0,129.6,True,0DTE (same-day expiry)
Wednesday,2026-02-25,P,GOOGL260225P00310000,310.0,REAL,2:05–2:10 PM,0.4725,2:29–2:35 PM,0.334,-0.1385,3,141.75,-41.55,False,0DTE (same-day expiry)
Wednesday,2026-03-04,P,GOOGL260304P00302500,302.5,REAL,2:05–2:10 PM,0.3475,2:29–2:35 PM,0.4333,0.0858,3,104.25,25.75,True,0DTE (same-day expiry)
Wednesday,2026-03-11,P,GOOGL260311P00305000,305.0,REAL,2:05–2:10 PM,0.05,2:29–2:35 PM,0.02,-0.03,21,105.0,-63.0,False,0DTE (same-day expiry)
Wednesday,2026-03-18,P,GOOGL260318P00310000,310.0,REAL,2:05–2:10 PM,0.9933,2:29–2:35 PM,1.9575,0.9642,2,198.67,192.83,True,0DTE (same-day expiry)
Wednesday,2026-03-25,P,GOOGL260325P00292500,292.5,REAL,2:05–2:10 PM,2.005,2:29–2:35 PM,2.395,0.39,1,200.5,39.0,True,0DTE (same-day expiry)
Wednesday,2026-04-01,P,GOOGL260401P00292500,292.5,REAL,2:05–2:10 PM,0.01,2:29–2:35 PM,0.0275,0.0175,101,101.0,176.75,True,0DTE (same-day expiry)
Wednesday,2026-04-08,P,GOOGL260408P00320000,320.0,REAL,2:05–2:10 PM,1.446,2:29–2:35 PM,1.52,0.074,1,144.6,7.4,True,0DTE (same-day expiry)
Wednesday,2026-04-15,P,GOOGL260415P00332500,332.5,REAL,2:05–2:10 PM,0.02,2:29–2:35 PM,0.0233,0.0033,50,100.0,16.67,True,0DTE (same-day expiry)
Wednesday,2026-04-22,P,GOOGL260422P00335000,335.0,REAL,2:05–2:10 PM,0.0533,2:29–2:35 PM,0.0375,-0.0158,19,101.33,-30.08,False,0DTE (same-day expiry)
Wednesday,2026-04-29,P,GOOGL260429P00345000,345.0,SIM,2:05–2:10 PM,0.4731,2:29–2:35 PM,0.2423,-0.2308,3,141.92,-69.24,False,0DTE (same-day expiry)
Wednesday,2026-05-06,P,GOOGL260506P00392500,392.5,REAL,2:05–2:10 PM,0.0525,2:29–2:35 PM,0.0533,0.0008,20,105.0,1.67,True,0DTE (same-day expiry)
Wednesday,2026-05-13,P,GOOGL260513P00385000,385.0,REAL,2:05–2:10 PM,,2:29–2:35 PM,,,,,,,no usable price in entry/exit frame
Wednesday,2026-05-20,P,GOOGL260520P00390000,390.0,REAL,2:05–2:10 PM,,2:29–2:35 PM,,,,,,,no usable price in entry/exit frame
Wednesday,2026-05-27,P,GOOGL260527P00387500,387.5,REAL,2:05–2:10 PM,,2:29–2:35 PM,,,,,,,no usable price in entry/exit frame
Wednesday,2026-06-03,P,GOOGL260603P00365000,365.0,REAL,2:05–2:10 PM,,2:29–2:35 PM,,,,,,,no usable price in entry/exit frame
Wednesday,2026-06-10,P,GOOGL260610P00362500,362.5,REAL,2:05–2:10 PM,5.51,2:29–2:35 PM,6.455,0.945,1,551.0,94.5,True,0DTE (same-day expiry)
Wednesday,2026-06-17,P,GOOGL260617P00372500,372.5,REAL,2:05–2:10 PM,,2:29–2:35 PM,,,,,,,no usable price in entry/exit frame
Wednesday,2026-06-24,P,GOOGL260624P00350000,350.0,REAL,2:05–2:10 PM,1.455,2:29–2:35 PM,5.9,4.445,1,145.5,444.5,True,0DTE (same-day expiry)
Wednesday,2026-07-01,P,GOOGL260701P00360000,360.0,REAL,2:05–2:10 PM,0.7675,2:29–2:35 PM,0.9067,0.1392,2,153.5,27.83,True,0DTE (same-day expiry)
Wednesday,2026-07-08,P,GOOGL260708P00365000,365.0,REAL,2:05–2:10 PM,,2:29–2:35 PM,,,,,,,no usable price in entry/exit frame
Wednesday,2026-02-18,C,MSFT260218C00397500,397.5,REAL,9:30–9:36 AM,2.2133,3:46–3:51 PM,2.7267,0.5133,1,221.33,51.33,True,0DTE (same-day expiry)
Wednesday,2026-02-25,C,MSFT260225C00392500,392.5,REAL,9:30–9:36 AM,2.265,3:46–3:51 PM,7.665,5.4,1,226.5,540.0,True,0DTE (same-day expiry)
Wednesday,2026-03-04,C,MSFT260304C00402500,402.5,REAL,9:30–9:36 AM,3.7267,3:46–3:51 PM,4.3525,0.6258,1,372.67,62.58,True,0DTE (same-day expiry)
Wednesday,2026-03-11,C,MSFT260311C00407500,407.5,REAL,9:30–9:36 AM,,3:46–3:51 PM,,,,,,,no usable price in entry/exit frame
Wednesday,2026-03-18,C,MSFT260318C00395000,395.0,REAL,9:30–9:36 AM,2.8567,3:46–3:51 PM,0.01,-2.8467,1,285.67,-284.67,False,0DTE (same-day expiry)
Wednesday,2026-03-25,C,MSFT260325C00375000,375.0,REAL,9:30–9:36 AM,,3:46–3:51 PM,,,,,,,no usable price in entry/exit frame
Wednesday,2026-04-01,C,MSFT260401C00372500,372.5,REAL,9:30–9:36 AM,1.8617,3:46–3:51 PM,0.01,-1.8517,1,186.17,-185.17,False,0DTE (same-day expiry)
Wednesday,2026-04-08,C,MSFT260408C00382500,382.5,REAL,9:30–9:36 AM,,3:46–3:51 PM,,,,,,,no usable price in entry/exit frame
Wednesday,2026-04-15,C,MSFT260415C00397500,397.5,REAL,9:30–9:36 AM,2.8967,3:46–3:51 PM,14.5525,11.6558,1,289.67,1165.58,True,0DTE (same-day expiry)
Wednesday,2026-04-22,C,MSFT260422C00425000,425.0,REAL,9:30–9:36 AM,2.2,3:46–3:51 PM,7.73,5.53,1,220.0,553.0,True,0DTE (same-day expiry)
Wednesday,2026-04-29,C,MSFT260429C00422500,422.5,SIM,9:30–9:36 AM,4.1248,3:46–3:51 PM,1.4984,-2.6264,1,412.48,-262.64,False,0DTE (same-day expiry)
Wednesday,2026-05-06,C,MSFT260506C00405000,405.0,REAL,9:30–9:36 AM,3.0583,3:46–3:51 PM,8.4,5.3417,1,305.83,534.17,True,0DTE (same-day expiry)
Wednesday,2026-05-13,C,MSFT260513C00402500,402.5,REAL,9:30–9:36 AM,2.55,3:46–3:51 PM,2.83,0.28,1,255.0,28.0,True,0DTE (same-day expiry)
Wednesday,2026-05-20,C,MSFT260520C00415000,415.0,REAL,9:30–9:36 AM,2.285,3:46–3:51 PM,6.085,3.8,1,228.5,380.0,True,0DTE (same-day expiry)
Wednesday,2026-05-27,C,MSFT260527C00410000,410.0,REAL,9:30–9:36 AM,2.8767,3:46–3:51 PM,3.3333,0.4567,1,287.67,45.67,True,0DTE (same-day expiry)
Wednesday,2026-06-03,C,MSFT260603C00437500,437.5,REAL,9:30–9:36 AM,,3:46–3:51 PM,,,,,,,no usable price in entry/exit frame
Wednesday,2026-06-10,C,MSFT260610C00400000,400.0,REAL,9:30–9:36 AM,2.1367,3:46–3:51 PM,0.294,-1.8427,1,213.67,-184.27,False,0DTE (same-day expiry)
Wednesday,2026-06-17,C,MSFT260617C00390000,390.0,REAL,9:30–9:36 AM,1.53,3:46–3:51 PM,0.01,-1.52,1,153.0,-152.0,False,0DTE (same-day expiry)
Wednesday,2026-06-24,C,MSFT260624C00372500,372.5,REAL,9:30–9:36 AM,3.625,3:46–3:51 PM,0.01,-3.615,1,362.5,-361.5,False,0DTE (same-day expiry)
Wednesday,2026-07-01,C,MSFT260701C00380000,380.0,REAL,9:30–9:36 AM,2.2717,3:46–3:51 PM,5.378,3.1063,1,227.17,310.63,True,0DTE (same-day expiry)
Wednesday,2026-07-08,C,MSFT260708C00382500,382.5,REAL,9:30–9:36 AM,2.925,3:46–3:51 PM,1.072,-1.853,1,292.5,-185.3,False,0DTE (same-day expiry)
Wednesday,2026-02-18,P,MSFT260218P00397500,397.5,REAL,9:51–10:03 AM,1.2708,3:36–3:43 PM,0.028,-1.2428,1,127.08,-124.28,False,0DTE (same-day expiry)
Wednesday,2026-02-25,P,MSFT260225P00392500,392.5,REAL,9:51–10:03 AM,,3:36–3:43 PM,,,,,,,no usable price in entry/exit frame
Wednesday,2026-03-04,P,MSFT260304P00402500,402.5,REAL,9:51–10:03 AM,1.0433,3:36–3:43 PM,0.01,-1.0333,1,104.33,-103.33,False,0DTE (same-day expiry)
Wednesday,2026-03-11,P,MSFT260311P00407500,407.5,REAL,9:51–10:03 AM,1.9842,3:36–3:43 PM,3.315,1.3308,1,198.42,133.08,True,0DTE (same-day expiry)
Wednesday,2026-03-18,P,MSFT260318P00395000,395.0,REAL,9:51–10:03 AM,0.7342,3:36–3:43 PM,3.118,2.3838,2,146.83,476.77,True,0DTE (same-day expiry)
Wednesday,2026-03-25,P,MSFT260325P00375000,375.0,REAL,9:51–10:03 AM,2.37,3:36–3:43 PM,4.625,2.255,1,237.0,225.5,True,0DTE (same-day expiry)
Wednesday,2026-04-01,P,MSFT260401P00372500,372.5,REAL,9:51–10:03 AM,3.2743,3:36–3:43 PM,3.455,0.1807,1,327.43,18.07,True,0DTE (same-day expiry)
Wednesday,2026-04-08,P,MSFT260408P00382500,382.5,REAL,9:51–10:03 AM,3.6757,3:36–3:43 PM,10.65,6.9743,1,367.57,697.43,True,0DTE (same-day expiry)
Wednesday,2026-04-15,P,MSFT260415P00397500,397.5,REAL,9:51–10:03 AM,,3:36–3:43 PM,,,,,,,no usable price in entry/exit frame
Wednesday,2026-04-22,P,MSFT260422P00425000,425.0,REAL,9:51–10:03 AM,0.825,3:36–3:43 PM,0.0143,-0.8107,2,165.0,-162.14,False,0DTE (same-day expiry)
Wednesday,2026-04-29,P,MSFT260429P00422500,422.5,SIM,9:51–10:03 AM,2.2228,3:36–3:43 PM,0.2887,-1.9341,1,222.28,-193.41,False,0DTE (same-day expiry)
Wednesday,2026-05-06,P,MSFT260506P00405000,405.0,REAL,9:51–10:03 AM,,3:36–3:43 PM,,,,,,,no usable price in entry/exit frame
Wednesday,2026-05-13,P,MSFT260513P00402500,402.5,REAL,9:51–10:03 AM,1.6942,3:36–3:43 PM,0.015,-1.6792,1,169.42,-167.92,False,0DTE (same-day expiry)
Wednesday,2026-05-20,P,MSFT260520P00415000,415.0,REAL,9:51–10:03 AM,3.3375,3:36–3:43 PM,0.01,-3.3275,1,333.75,-332.75,False,0DTE (same-day expiry)
Wednesday,2026-05-27,P,MSFT260527P00410000,410.0,REAL,9:51–10:03 AM,1.0283,3:36–3:43 PM,0.0433,-0.985,1,102.83,-98.5,False,0DTE (same-day expiry)
Wednesday,2026-06-03,P,MSFT260603P00437500,437.5,REAL,9:51–10:03 AM,6.2133,3:36–3:43 PM,9.6,3.3867,1,621.33,338.67,True,0DTE (same-day expiry)
Wednesday,2026-06-10,P,MSFT260610P00400000,400.0,REAL,9:51–10:03 AM,0.7992,3:36–3:43 PM,1.3714,0.5723,2,159.83,114.45,True,0DTE (same-day expiry)
Wednesday,2026-06-17,P,MSFT260617P00390000,390.0,REAL,9:51–10:03 AM,2.2058,3:36–3:43 PM,11.43,9.2242,1,220.58,922.42,True,0DTE (same-day expiry)
Wednesday,2026-06-24,P,MSFT260624P00372500,372.5,REAL,9:51–10:03 AM,0.98,3:36–3:43 PM,4.24,3.26,2,196.0,652.0,True,0DTE (same-day expiry)
Wednesday,2026-07-01,P,MSFT260701P00380000,380.0,REAL,9:51–10:03 AM,,3:36–3:43 PM,,,,,,,no usable price in entry/exit frame
Wednesday,2026-07-08,P,MSFT260708P00382500,382.5,REAL,9:51–10:03 AM,1.5917,3:36–3:43 PM,0.2343,-1.3574,1,159.17,-135.74,False,0DTE (same-day expiry)
Wednesday,2026-02-18,C,NVDA260218C00190000,190.0,REAL,9:48–9:53 AM,0.48,11:00–11:05 AM,0.788,0.308,3,144.0,92.4,True,0DTE (same-day expiry)
Wednesday,2026-02-25,C,NVDA260225C00195000,195.0,SIM,9:48–9:53 AM,1.7431,11:00–11:05 AM,2.1955,0.4524,1,174.31,45.24,True,0DTE (same-day expiry)
Wednesday,2026-03-04,C,NVDA260304C00180000,180.0,REAL,9:48–9:53 AM,3.002,11:00–11:05 AM,3.176,0.174,1,300.2,17.4,True,0DTE (same-day expiry)
Wednesday,2026-03-11,C,NVDA260311C00185000,185.0,REAL,9:48–9:53 AM,1.662,11:00–11:05 AM,1.83,0.168,1,166.2,16.8,True,0DTE (same-day expiry)
Wednesday,2026-03-18,C,NVDA260318C00180000,180.0,REAL,9:48–9:53 AM,2.348,11:00–11:05 AM,3.074,0.726,1,234.8,72.6,True,0DTE (same-day expiry)
Wednesday,2026-03-25,C,NVDA260325C00180000,180.0,REAL,9:48–9:53 AM,0.324,11:00–11:05 AM,0.846,0.522,4,129.6,208.8,True,0DTE (same-day expiry)
Wednesday,2026-04-01,C,NVDA260401C00175000,175.0,REAL,9:48–9:53 AM,1.48,11:00–11:05 AM,2.1,0.62,1,148.0,62.0,True,0DTE (same-day expiry)
Wednesday,2026-04-08,C,NVDA260408C00185000,185.0,REAL,9:48–9:53 AM,0.382,11:00–11:05 AM,0.058,-0.324,3,114.6,-97.2,False,0DTE (same-day expiry)
Wednesday,2026-04-15,C,NVDA260415C00195000,195.0,REAL,9:48–9:53 AM,3.31,11:00–11:05 AM,4.576,1.266,1,331.0,126.6,True,0DTE (same-day expiry)
Wednesday,2026-04-22,C,NVDA260422C00200000,200.0,REAL,9:48–9:53 AM,0.906,11:00–11:05 AM,1.442,0.536,2,181.2,107.2,True,0DTE (same-day expiry)
Wednesday,2026-04-29,C,NVDA260429C00212500,212.5,REAL,9:48–9:53 AM,1.272,11:00–11:05 AM,1.112,-0.16,1,127.2,-16.0,False,0DTE (same-day expiry)
Wednesday,2026-05-06,C,NVDA260506C00200000,200.0,REAL,9:48–9:53 AM,2.614,11:00–11:05 AM,4.75,2.136,1,261.4,213.6,True,0DTE (same-day expiry)
Wednesday,2026-05-13,C,NVDA260513C00225000,225.0,REAL,9:48–9:53 AM,0.892,11:00–11:05 AM,2.286,1.394,2,178.4,278.8,True,0DTE (same-day expiry)
Wednesday,2026-05-20,C,NVDA260520C00222500,222.5,SIM,9:48–9:53 AM,1.6109,11:00–11:05 AM,3.005,1.3941,1,161.09,139.41,True,0DTE (same-day expiry)
Wednesday,2026-05-27,C,NVDA260527C00212500,212.5,REAL,9:48–9:53 AM,1.03,11:00–11:05 AM,0.26,-0.77,1,103.0,-77.0,False,0DTE (same-day expiry)
Wednesday,2026-06-03,C,NVDA260603C00222500,222.5,REAL,9:48–9:53 AM,0.302,11:00–11:05 AM,0.122,-0.18,4,120.8,-72.0,False,0DTE (same-day expiry)
Wednesday,2026-06-10,C,NVDA260610C00205000,205.0,REAL,9:48–9:53 AM,2.028,11:00–11:05 AM,0.91,-1.118,1,202.8,-111.8,False,0DTE (same-day expiry)
Wednesday,2026-06-17,C,NVDA260617C00207500,207.5,REAL,9:48–9:53 AM,1.904,11:00–11:05 AM,0.59,-1.314,1,190.4,-131.4,False,0DTE (same-day expiry)
Wednesday,2026-06-24,C,NVDA260624C00200000,200.0,REAL,9:48–9:53 AM,1.432,11:00–11:05 AM,1.694,0.262,1,143.2,26.2,True,0DTE (same-day expiry)
Wednesday,2026-07-01,C,NVDA260701C00195000,195.0,REAL,9:48–9:53 AM,1.3,11:00–11:05 AM,1.442,0.142,1,130.0,14.2,True,0DTE (same-day expiry)
Wednesday,2026-07-08,C,NVDA260708C00195000,195.0,REAL,9:48–9:53 AM,3.098,11:00–11:05 AM,4.014,0.916,1,309.8,91.6,True,0DTE (same-day expiry)
Wednesday,2026-02-18,P,NVDA260218P00190000,190.0,REAL,12:07–12:12 PM,1.028,12:54–12:59 PM,1.04,0.012,1,102.8,1.2,True,0DTE (same-day expiry)
Wednesday,2026-02-25,P,NVDA260225P00195000,195.0,SIM,12:07–12:12 PM,0.4558,12:54–12:59 PM,0.4118,-0.044,3,136.74,-13.21,False,0DTE (same-day expiry)
Wednesday,2026-03-04,P,NVDA260304P00180000,180.0,REAL,12:07–12:12 PM,0.11,12:54–12:59 PM,0.096,-0.014,10,110.0,-14.0,False,0DTE (same-day expiry)
Wednesday,2026-03-11,P,NVDA260311P00185000,185.0,REAL,12:07–12:12 PM,0.54,12:54–12:59 PM,0.318,-0.222,2,108.0,-44.4,False,0DTE (same-day expiry)
Wednesday,2026-03-18,P,NVDA260318P00180000,180.0,REAL,12:07–12:12 PM,0.12,12:54–12:59 PM,0.132,0.012,9,108.0,10.8,True,0DTE (same-day expiry)
Wednesday,2026-03-25,P,NVDA260325P00180000,180.0,REAL,12:07–12:12 PM,1.178,12:54–12:59 PM,1.096,-0.082,1,117.8,-8.2,False,0DTE (same-day expiry)
Wednesday,2026-04-01,P,NVDA260401P00175000,175.0,REAL,12:07–12:12 PM,0.074,12:54–12:59 PM,0.076,0.002,14,103.6,2.8,True,0DTE (same-day expiry)
Wednesday,2026-04-08,P,NVDA260408P00185000,185.0,REAL,12:07–12:12 PM,3.115,12:54–12:59 PM,3.35,0.235,1,311.5,23.5,True,0DTE (same-day expiry)
Wednesday,2026-04-15,P,NVDA260415P00195000,195.0,REAL,12:07–12:12 PM,0.03,12:54–12:59 PM,0.268,0.238,34,102.0,809.2,True,0DTE (same-day expiry)
Wednesday,2026-04-22,P,NVDA260422P00200000,200.0,REAL,12:07–12:12 PM,0.184,12:54–12:59 PM,0.136,-0.048,6,110.4,-28.8,False,0DTE (same-day expiry)
Wednesday,2026-04-29,P,NVDA260429P00212500,212.5,REAL,12:07–12:12 PM,2.19,12:54–12:59 PM,3.76,1.57,1,219.0,157.0,True,0DTE (same-day expiry)
Wednesday,2026-05-06,P,NVDA260506P00200000,200.0,REAL,12:07–12:12 PM,0.048,12:54–12:59 PM,0.064,0.016,21,100.8,33.6,True,0DTE (same-day expiry)
Wednesday,2026-05-13,P,NVDA260513P00225000,225.0,REAL,12:07–12:12 PM,0.366,12:54–12:59 PM,0.214,-0.152,3,109.8,-45.6,False,0DTE (same-day expiry)
Wednesday,2026-05-20,P,NVDA260520P00222500,222.5,SIM,12:07–12:12 PM,0.5618,12:54–12:59 PM,0.5789,0.0171,2,112.36,3.41,True,0DTE (same-day expiry)
Wednesday,2026-05-27,P,NVDA260527P00212500,212.5,REAL,12:07–12:12 PM,1.988,12:54–12:59 PM,1.366,-0.622,1,198.8,-62.2,False,0DTE (same-day expiry)
Wednesday,2026-06-03,P,NVDA260603P00222500,222.5,REAL,12:07–12:12 PM,6.3367,12:54–12:59 PM,6.89,0.5533,1,633.67,55.33,True,0DTE (same-day expiry)
Wednesday,2026-06-10,P,NVDA260610P00205000,205.0,REAL,12:07–12:12 PM,2.416,12:54–12:59 PM,2.514,0.098,1,241.6,9.8,True,0DTE (same-day expiry)
Wednesday,2026-06-17,P,NVDA260617P00207500,207.5,REAL,12:07–12:12 PM,1.298,12:54–12:59 PM,1.06,-0.238,1,129.8,-23.8,False,0DTE (same-day expiry)
Wednesday,2026-06-24,P,NVDA260624P00200000,200.0,REAL,12:07–12:12 PM,0.344,12:54–12:59 PM,1.13,0.786,3,103.2,235.8,True,0DTE (same-day expiry)
Wednesday,2026-07-01,P,NVDA260701P00195000,195.0,REAL,12:07–12:12 PM,0.158,12:54–12:59 PM,0.098,-0.06,7,110.6,-42.0,False,0DTE (same-day expiry)
Wednesday,2026-07-08,P,NVDA260708P00195000,195.0,REAL,12:07–12:12 PM,0.1,12:54–12:59 PM,0.044,-0.056,10,100.0,-56.0,False,0DTE (same-day expiry)
Wednesday,2026-02-18,C,TSLA260218C00412500,412.5,REAL,9:49–9:54 AM,2.052,10:54–11:04 AM,3.704,1.652,1,205.2,165.2,True,0DTE (same-day expiry)
Wednesday,2026-02-25,C,TSLA260225C00415000,415.0,REAL,9:49–9:54 AM,3.432,10:54–11:04 AM,2.065,-1.367,1,343.2,-136.7,False,0DTE (same-day expiry)
Wednesday,2026-03-04,C,TSLA260304C00397500,397.5,REAL,9:49–9:54 AM,3.494,10:54–11:04 AM,7.91,4.416,1,349.4,441.6,True,0DTE (same-day expiry)
Wednesday,2026-03-11,C,TSLA260311C00405000,405.0,REAL,9:49–9:54 AM,5.752,10:54–11:04 AM,6.17,0.418,1,575.2,41.8,True,0DTE (same-day expiry)
Wednesday,2026-03-18,C,TSLA260318C00400000,400.0,REAL,9:49–9:54 AM,3.76,10:54–11:04 AM,1.387,-2.373,1,376.0,-237.3,False,0DTE (same-day expiry)
Wednesday,2026-03-25,C,TSLA260325C00390000,390.0,REAL,9:49–9:54 AM,4.13,10:54–11:04 AM,4.137,0.007,1,413.0,0.7,True,0DTE (same-day expiry)
Wednesday,2026-04-01,C,TSLA260401C00377500,377.5,REAL,9:49–9:54 AM,1.408,10:54–11:04 AM,4.577,3.169,1,140.8,316.9,True,0DTE (same-day expiry)
Wednesday,2026-04-08,C,TSLA260408C00360000,360.0,REAL,9:49–9:54 AM,1.118,10:54–11:04 AM,0.088,-1.03,1,111.8,-103.0,False,0DTE (same-day expiry)
Wednesday,2026-04-15,C,TSLA260415C00365000,365.0,REAL,9:49–9:54 AM,5.754,10:54–11:04 AM,15.89,10.136,1,575.4,1013.6,True,0DTE (same-day expiry)
Wednesday,2026-04-22,C,TSLA260422C00387500,387.5,SIM,9:49–9:54 AM,4.8779,10:54–11:04 AM,5.0536,0.1757,1,487.79,17.57,True,0DTE (same-day expiry)
Wednesday,2026-04-29,C,TSLA260429C00375000,375.0,REAL,9:49–9:54 AM,2.9,10:54–11:04 AM,1.568,-1.332,1,290.0,-133.2,False,0DTE (same-day expiry)
Wednesday,2026-05-06,C,TSLA260506C00385000,385.0,REAL,9:49–9:54 AM,6.626,10:54–11:04 AM,7.3275,0.7015,1,662.6,70.15,True,0DTE (same-day expiry)
Wednesday,2026-05-13,C,TSLA260513C00440000,440.0,REAL,9:49–9:54 AM,1.722,10:54–11:04 AM,8.329,6.607,1,172.2,660.7,True,0DTE (same-day expiry)
Wednesday,2026-05-20,C,TSLA260520C00410000,410.0,REAL,9:49–9:54 AM,3.65,10:54–11:04 AM,3.797,0.147,1,365.0,14.7,True,0DTE (same-day expiry)
Wednesday,2026-05-27,C,TSLA260527C00442500,442.5,REAL,9:49–9:54 AM,2.442,10:54–11:04 AM,2.878,0.436,1,244.2,43.6,True,0DTE (same-day expiry)
Wednesday,2026-06-03,C,TSLA260603C00417500,417.5,REAL,9:49–9:54 AM,6.67,10:54–11:04 AM,15.63,8.96,1,667.0,896.0,True,0DTE (same-day expiry)
Wednesday,2026-06-10,C,TSLA260610C00392500,392.5,REAL,9:49–9:54 AM,3.99,10:54–11:04 AM,0.753,-3.237,1,399.0,-323.7,False,0DTE (same-day expiry)
Wednesday,2026-06-17,C,TSLA260617C00402500,402.5,REAL,9:49–9:54 AM,2.62,10:54–11:04 AM,1.372,-1.248,1,262.0,-124.8,False,0DTE (same-day expiry)
Wednesday,2026-06-24,C,TSLA260624C00382500,382.5,REAL,9:49–9:54 AM,3.176,10:54–11:04 AM,2.171,-1.005,1,317.6,-100.5,False,0DTE (same-day expiry)
Wednesday,2026-07-01,C,TSLA260701C00425000,425.0,REAL,9:49–9:54 AM,2.584,10:54–11:04 AM,3.441,0.857,1,258.4,85.7,True,0DTE (same-day expiry)
Wednesday,2026-07-08,C,TSLA260708C00397500,397.5,REAL,9:49–9:54 AM,2.428,10:54–11:04 AM,0.856,-1.572,1,242.8,-157.2,False,0DTE (same-day expiry)
Wednesday,2026-02-18,P,TSLA260218P00412500,412.5,REAL,1:26–1:31 PM,0.814,2:55–3:00 PM,2.296,1.482,2,162.8,296.4,True,0DTE (same-day expiry)
Wednesday,2026-02-25,P,TSLA260225P00415000,415.0,REAL,1:26–1:31 PM,1.248,2:55–3:00 PM,0.5,-0.748,1,124.8,-74.8,False,0DTE (same-day expiry)
Wednesday,2026-03-04,P,TSLA260304P00397500,397.5,REAL,1:26–1:31 PM,0.106,2:55–3:00 PM,0.02,-0.086,10,106.0,-86.0,False,0DTE (same-day expiry)
Wednesday,2026-03-11,P,TSLA260311P00405000,405.0,REAL,1:26–1:31 PM,0.43,2:55–3:00 PM,0.492,0.062,3,129.0,18.6,True,0DTE (same-day expiry)
Wednesday,2026-03-18,P,TSLA260318P00400000,400.0,REAL,1:26–1:31 PM,3.398,2:55–3:00 PM,4.774,1.376,1,339.8,137.6,True,0DTE (same-day expiry)
Wednesday,2026-03-25,P,TSLA260325P00390000,390.0,REAL,1:26–1:31 PM,2.144,2:55–3:00 PM,4.132,1.988,1,214.4,198.8,True,0DTE (same-day expiry)
Wednesday,2026-04-01,P,TSLA260401P00377500,377.5,REAL,1:26–1:31 PM,0.258,2:55–3:00 PM,0.43,0.172,4,103.2,68.8,True,0DTE (same-day expiry)
Wednesday,2026-04-08,P,TSLA260408P00360000,360.0,REAL,1:26–1:31 PM,12.25,2:55–3:00 PM,19.7267,7.4767,1,1225.0,747.67,True,0DTE (same-day expiry)
Wednesday,2026-04-15,P,TSLA260415P00365000,365.0,REAL,1:26–1:31 PM,,2:55–3:00 PM,,,,,,,no usable price in entry/exit frame
Wednesday,2026-04-22,P,TSLA260422P00387500,387.5,SIM,1:26–1:31 PM,0.926,2:55–3:00 PM,1.1397,0.2136,2,185.21,42.72,True,0DTE (same-day expiry)
Wednesday,2026-04-29,P,TSLA260429P00375000,375.0,REAL,1:26–1:31 PM,2.82,2:55–3:00 PM,1.784,-1.036,1,282.0,-103.6,False,0DTE (same-day expiry)
